"","X","experiment_id","sample_id","platform_id","cell_type","category","general_cell_type","donor_tissue","sub_cell_type1","ts_timepoint","ResemblingNativeCellType","index","cell_type.1","category.1","target_cell_type","general_cell_type.1","parental_cell_type","donor_tissue.1","CellType","Treatment","progenitor.cell.type","Comment","SRR_accession","QC_summary","SRX_accession","SRS_accession","SRP_accession","GSE_accession","Sample_name","Library_name","SampleName","ReleaseDate","LoadDate","spots","bases","spots_with_mates","avgLength","size_MB","AssemblyName","download_path","LibraryName","LibraryStrategy","LibrarySelection","LibrarySource","LibraryLayout","InsertSize","InsertDev","Platform","Model","SRAStudy","BioProject","Study_Pubmed_id","ProjectID","Sample","BioSample","SampleType","TaxID","ScientificName","g1k_pop_code","source","g1k_analysis_group","Subject_ID","Sex","Disease","Tumor","Affection_Status","Analyte_Type","Histological_Type","Body_Site","CenterName","Submission","dbgap_study_accession","Consent","RunHash","ReadHash"
"ERR2598080","ERP109002.ERX2614361.GPL16791","ERP109002","ERX2614361","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",318,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"11 w post conception","ERR2598080","PASS","ERX2614361","ERS2510186","ERP109002","SAMEA4690002","","5637sTS.Human.Hindbrain.11w.Female_s","SAMEA4690002","2019-02-19 08:08:22","2019-02-24 04:32:06",25993325,2625325825,0,101,887,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598080","5637sTS.Human.Hindbrain.11w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510186","SAMEA4690002","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","AA1CCB9A7931C9124A6CEE946F0DACEF","BA167A59C5CEE5C3E646A6DF2822D05B"
"ERR2598089","ERP109002.ERX2614370.GPL16791","ERP109002","ERX2614370","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",319,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"12 w post conception","ERR2598089","PASS","ERX2614370","ERS2510195","ERP109002","SAMEA4690011","","5721sTS.Human.Forebrain.12w.Male_s","SAMEA4690011","2019-02-19 08:08:22","2019-02-24 04:36:03",25827995,2608627495,0,101,909,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598089","5721sTS.Human.Forebrain.12w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510195","SAMEA4690011","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","2F1644DE44CB7175DA6C3019153F24A1","E39AC92AD931BB12847DE66B0AC0BB2A"
"ERR2598092","ERP109002.ERX2614373.GPL16791","ERP109002","ERX2614373","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",320,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"12 w post conception","ERR2598092","PASS","ERX2614373","ERS2510198","ERP109002","SAMEA4690014","","3769sTS.Human.Hindbrain.12w.Male_s","SAMEA4690014","2019-02-19 08:08:22","2019-02-24 04:42:00",65767183,6642485483,0,101,2435,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598092","3769sTS.Human.Hindbrain.12w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510198","SAMEA4690014","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","71C7663DD5EE49CF1EDFB9B716219823","839BF2A0170E1744FA4B5A3876DDA577"
"ERR2598093","ERP109002.ERX2614374.GPL16791","ERP109002","ERX2614374","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",321,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"12 w post conception","ERR2598093","PASS","ERX2614374","ERS2510199","ERP109002","SAMEA4690015","","5708sTS.Human.Hindbrain.12w.Female_s","SAMEA4690015","2019-02-19 08:08:22","2019-02-24 04:43:10",44283953,4472679253,0,101,1462,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598093","5708sTS.Human.Hindbrain.12w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510199","SAMEA4690015","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","E376D725733CE52E3834B209014F42A3","9551D7A23A0CC80076060AE02C38A81B"
"ERR2598094","ERP109002.ERX2614375.GPL16791","ERP109002","ERX2614375","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",322,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"12 w post conception","ERR2598094","PASS","ERX2614375","ERS2510200","ERP109002","SAMEA4690016","","5722sTS.Human.Hindbrain.12w.Male_s","SAMEA4690016","2019-02-19 08:08:22","2019-02-24 04:46:26",25945309,2620476209,0,101,908,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598094","5722sTS.Human.Hindbrain.12w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510200","SAMEA4690016","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","CFC0681FFE2CE41B1916355BE53576C0","24D7C0A9E1902E8BB26234347F5A2D62"
"ERR2598104","ERP109002.ERX2614385.GPL16791","ERP109002","ERX2614385","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",324,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"13 w post conception","ERR2598104","PASS","ERX2614385","ERS2510210","ERP109002","SAMEA4690026","","5955sTS.Human.Forebrain.13w.Female_s","SAMEA4690026","2019-02-19 08:08:22","2019-02-24 04:53:18",32990954,3332086354,0,101,1168,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598104","5955sTS.Human.Forebrain.13w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510210","SAMEA4690026","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","67D9661081024D463E1CBDCD92CA6245","C024F7F0C8D43AC5904982A1BD328EF8"
"ERR2598109","ERP109002.ERX2614390.GPL16791","ERP109002","ERX2614390","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",325,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"13 w post conception","ERR2598109","PASS","ERX2614390","ERS2510215","ERP109002","SAMEA4690031","","5670sTS.Human.Hindbrain.13w.Male_s","SAMEA4690031","2019-02-19 08:08:22","2019-02-24 04:54:16",33827893,3416617193,0,101,1162,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598109","5670sTS.Human.Hindbrain.13w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510215","SAMEA4690031","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","5F1C84FA1769E3F1A64E1FE752CADDDE","92ABFEFF883AF9D9E7791B93B1572891"
"ERR2598110","ERP109002.ERX2614391.GPL16791","ERP109002","ERX2614391","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",326,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"13 w post conception","ERR2598110","PASS","ERX2614391","ERS2510216","ERP109002","SAMEA4690032","","5724sTS.Human.Hindbrain.13w.Male_s","SAMEA4690032","2019-02-19 08:08:22","2019-02-24 04:55:00",23450540,2368504540,0,101,825,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598110","5724sTS.Human.Hindbrain.13w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510216","SAMEA4690032","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","F555BA5A4A4E7D7059C8144C83BF26AF","849FE5BFBD9BD6A64474700376B3DE07"
"ERR2598111","ERP109002.ERX2614392.GPL16791","ERP109002","ERX2614392","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",327,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"13 w post conception","ERR2598111","PASS","ERX2614392","ERS2510217","ERP109002","SAMEA4690033","","5943sTS.Human.Hindbrain.13w.Female_s","SAMEA4690033","2019-02-19 08:08:22","2019-02-24 04:55:57",21620016,2183621616,0,101,779,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598111","5943sTS.Human.Hindbrain.13w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510217","SAMEA4690033","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","BCD13A6EF4FD99CECA6ACF9B4523DF7B","661544FF167640FB7841EBA6A0FAF8AB"
"ERR2598120","ERP109002.ERX2614401.GPL16791","ERP109002","ERX2614401","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",328,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"16 w post conception","ERR2598120","PASS","ERX2614401","ERS2510226","ERP109002","SAMEA4690042","","5665sTSm.Human.Forebrain.16w.Female_s","SAMEA4690042","2019-02-19 08:08:22","2019-02-24 05:00:04",50381363,5088517663,0,101,1713,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598120","5665sTSm.Human.Forebrain.16w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510226","SAMEA4690042","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","7AEEC235259537032A01D5D02EBAEF7C","3639A90D70A9400C602AB23E69561F25"
"ERR2598121","ERP109002.ERX2614402.GPL16791","ERP109002","ERX2614402","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",329,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"16 w post conception","ERR2598121","PASS","ERX2614402","ERS2510227","ERP109002","SAMEA4690043","","5951sTS.Human.Forebrain.16w.Male_s","SAMEA4690043","2019-02-19 08:08:22","2019-02-24 05:01:00",29444404,2973884804,0,101,1061,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598121","5951sTS.Human.Forebrain.16w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510227","SAMEA4690043","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","53587BB1F145C56B57376E721885BC93","6B5F194203C11F6C420CA32220C17663"
"ERR2598125","ERP109002.ERX2614406.GPL16791","ERP109002","ERX2614406","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",330,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"16 w post conception","ERR2598125","PASS","ERX2614406","ERS2510231","ERP109002","SAMEA4690047","","5669sTS.Human.Hindbrain.16w.Female_s","SAMEA4690047","2019-02-19 08:08:22","2019-02-24 05:02:35",34658799,3500538699,0,101,1198,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598125","5669sTS.Human.Hindbrain.16w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510231","SAMEA4690047","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","692867DC8B1EBF81D324F1C07B9CB1DC","03FCBD4D26EF11FFED01664134038E15"
"ERR2598126","ERP109002.ERX2614407.GPL16791","ERP109002","ERX2614407","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",331,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"16 w post conception","ERR2598126","PASS","ERX2614407","ERS2510232","ERP109002","SAMEA4690048","","5671sTS.Human.Hindbrain.16w.Male_s","SAMEA4690048","2019-02-19 08:08:22","2019-02-24 05:02:25",45960122,4641972322,0,101,1587,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598126","5671sTS.Human.Hindbrain.16w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510232","SAMEA4690048","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","629325B5E8941E77F750C362F6424856","A87061A6BB015CC72598214CB7EF45C7"
"ERR2598127","ERP109002.ERX2614408.GPL16791","ERP109002","ERX2614408","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",332,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"16 w post conception","ERR2598127","PASS","ERX2614408","ERS2510233","ERP109002","SAMEA4690049","","5956sTS.Human.Hindbrain.16w.Female_s","SAMEA4690049","2019-02-19 08:08:22","2019-02-24 05:02:07",25163678,2541531478,0,101,912,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598127","5956sTS.Human.Hindbrain.16w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510233","SAMEA4690049","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","0A76A34382791CABE4318EBCB9BB9237","563E33BF4E3B9724D508F9D18AB1B6D1"
"ERR2598137","ERP109002.ERX2614418.GPL16791","ERP109002","ERX2614418","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",333,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"16 w post conception","ERR2598137","PASS","ERX2614418","ERS2510243","ERP109002","SAMEA4690059","","5667sTS.Human.Forebrain.18w.Male_s","SAMEA4690059","2019-02-19 08:08:22","2019-02-24 05:06:45",30438935,3074332435,0,101,1063,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598137","5667sTS.Human.Forebrain.18w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510243","SAMEA4690059","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","A6831DD420485DADBE46F037ADF9625F","55FB7EAB6B64830BD821071796A70B78"
"ERR2598164","ERP109002.ERX2614445.GPL16791","ERP109002","ERX2614445","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",334,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"CS13","ERR2598164","PASS","ERX2614445","ERS2510270","ERP109002","SAMEA4690086","","3587sTS.Human.Forebrain.CS13.Male_s","SAMEA4690086","2019-02-19 08:08:23","2019-02-24 05:27:02",30627586,3093386186,0,101,1014,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598164","3587sTS.Human.Forebrain.CS13.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510270","SAMEA4690086","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","622BD72507358727195A24EC8C04ED38","930001CCE78695F2B10206A4D5169081"
"ERR2598165","ERP109002.ERX2614446.GPL16791","ERP109002","ERX2614446","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",335,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"4 w post conception","ERR2598165","PASS","ERX2614446","ERS2510271","ERP109002","SAMEA4690087","","5624sTS.Human.Forebrain.4w.Male_s","SAMEA4690087","2019-02-19 08:08:23","2019-02-24 05:24:09",27384990,2765883990,0,101,963,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598165","5624sTS.Human.Forebrain.4w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510271","SAMEA4690087","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","695D4CA4EDF9EC5E4478B9EA9C487B32","04E84697B6B6E8C870A2FCEF2BD84BAA"
"ERR2598166","ERP109002.ERX2614447.GPL16791","ERP109002","ERX2614447","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",336,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"4 w post conception","ERR2598166","PASS","ERX2614447","ERS2510272","ERP109002","SAMEA4690088","","6096sTS.Human.Forebrain.4w.Male_s","SAMEA4690088","2019-02-19 08:08:23","2019-02-24 05:25:15",51219601,5173179701,0,101,1877,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598166","6096sTS.Human.Forebrain.4w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510272","SAMEA4690088","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","2C10F3483E1F9CB26E0DE74E42E3FC0D","67509DDCF4E8470A089BAE63A75A81F2"
"ERR2598169","ERP109002.ERX2614450.GPL16791","ERP109002","ERX2614450","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",337,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"4 w post conception","ERR2598169","PASS","ERX2614450","ERS2510275","ERP109002","SAMEA4690091","","5622sTS.Human.Hindbrain.4w.Female_s","SAMEA4690091","2019-02-19 08:08:23","2019-02-24 05:28:17",25500559,2575556459,0,101,893,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598169","5622sTS.Human.Hindbrain.4w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510275","SAMEA4690091","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","759BEBF3BC53A8862103122DC55F388E","800E354F719A2CA00D1FC30F9A19DB63"
"ERR2598170","ERP109002.ERX2614451.GPL16791","ERP109002","ERX2614451","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",338,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"4 w post conception","ERR2598170","PASS","ERX2614451","ERS2510276","ERP109002","SAMEA4690092","","5625sTS.Human.Hindbrain.4w.Male_s","SAMEA4690092","2019-02-19 08:08:23","2019-02-24 05:29:12",33062460,3339308460,0,101,1169,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598170","5625sTS.Human.Hindbrain.4w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510276","SAMEA4690092","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","0E3D9937A299A24C97C90766D43683D2","222C40B2E50FFF0D7E1616F2EE3A9FC7"
"ERR2598171","ERP109002.ERX2614452.GPL16791","ERP109002","ERX2614452","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",339,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"4 w post conception","ERR2598171","PASS","ERX2614452","ERS2510277","ERP109002","SAMEA4690093","","6097sTS.Human.Hindbrain.4w.Male_s","SAMEA4690093","2019-02-19 08:08:23","2019-02-24 05:28:25",41751582,4216909782,0,101,1525,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598171","6097sTS.Human.Hindbrain.4w.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510277","SAMEA4690093","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","2D6AE9EC2A2C441074DE92F825CF181A","5EE189B37A4F70E63058B1F099F979B0"
"ERR2598180","ERP109002.ERX2614461.GPL16791","ERP109002","ERX2614461","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",340,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"CS16","ERR2598180","PASS","ERX2614461","ERS2510286","ERP109002","SAMEA4690102","","3669sTS.Human.Forebrain.CS16.Male_s","SAMEA4690102","2019-02-19 08:08:23","2019-02-24 05:39:10",29453432,2974796632,0,101,1097,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598180","3669sTS.Human.Forebrain.CS16.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510286","SAMEA4690102","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","4D2D52357E427A568DD4DBD6B8FB8F21","848B4EF478223E1CEC0BFE43C7D37355"
"ERR2598181","ERP109002.ERX2614462.GPL16791","ERP109002","ERX2614462","GPL16791","fetal forebrain","standard","fBRN",NA,NA,"","",341,"fetal forebrain","standard",NA,"fetal brain",NA,"","fetal forebrain","control",NA,"5 w post conception","ERR2598181","PASS","ERX2614462","ERS2510287","ERP109002","SAMEA4690103","","5628sTS.Human.Forebrain.5w.Female_s","SAMEA4690103","2019-02-19 08:08:23","2019-02-24 05:34:26",44857593,4530616893,0,101,1512,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598181","5628sTS.Human.Forebrain.5w.Female_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510287","SAMEA4690103","simple",9606,"Homo sapiens",NA,NA,NA,NA,"female",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","7C310C7A58E7089F3ADEFBA65E4CBFE0","004EB51BFD02BEF106AEED8FEB131128"
"ERR2598184","ERP109002.ERX2614465.GPL16791","ERP109002","ERX2614465","GPL16791","fetal hindbrain","standard","fBRN",NA,NA,"","",342,"fetal hindbrain","standard",NA,"fetal brain",NA,"","fetal hindbrain","control",NA,"CS16","ERR2598184","PASS","ERX2614465","ERS2510290","ERP109002","SAMEA4690106","","3670sTS.Human.Hindbrain.CS16.Male_s","SAMEA4690106","2019-02-19 08:08:23","2019-02-24 05:41:40",34127910,3446918910,0,101,1272,"","https://sra-download.ncbi.nlm.nih.gov/traces/era23/ERR/ERR2598/ERR2598184","3670sTS.Human.Hindbrain.CS16.Male_s","RNA-Seq","PolyA","TRANSCRIPTOMIC","SINGLE",0,0,"ILLUMINA","Illumina HiSeq 2500","ERP109002","PRJEB26969",NA,523155,"ERS2510290","SAMEA4690106","simple",9606,"Homo sapiens",NA,NA,NA,NA,"male",NA,"no",NA,NA,NA,"","Lausanne Genomics Technology Facility","ERA1500097",NA,"public","0B87779C117D6AA5FAC204D9C0FD5B33","C12F679E065A044096AE5398F09E3975"
