row,experiment_id,sample_id,platform_id,cell_type,category,general_cell_type,donor_tissue,sub_cell_type1,ts_timepoint,ResemblingNativeCellType,AdditionalProperty,GSE,GSM,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,LibraryLayout,Model
SRP107366.SRX2834517.GPL16791,SRP107366,SRX2834517,GPL16791,small intestine,standard,SINT,NA,NA,,,,,,SRR5576287,PASS,SRX2834517,SRS2208864,SRP107366,smallintestine,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834514.GPL16791,SRP107366,SRX2834514,GPL16791,embryonic stem cell,standard,ESC,NA,NA,,,cellline_name:H9,,,SRR5576290,PASS,SRX2834514,SRS2208861,SRP107366,hESC-un,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834513.GPL16791,SRP107366,SRX2834513,GPL16791,induced pluripotent stem cell,standard,iPS,FIB,iPS-FIB,,,,,,SRR5576291,PASS,SRX2834513,SRS2208860,SRP107366,hiPSC-un,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834512.GPL16791,SRP107366,SRX2834512,GPL16791,kidney,standard,KID,NA,NA,,,,,,SRR5576292,PASS,SRX2834512,SRS2208859,SRP107366,kidney,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834511.GPL16791,SRP107366,SRX2834511,GPL16791,heart,standard,HRT,NA,NA,,,,,,SRR5576293,PASS,SRX2834511,SRS2208858,SRP107366,heart,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834509.GPL16791,SRP107366,SRX2834509,GPL16791,fetal brain,standard,fBRN,NA,NA,,,,,,SRR5576295,PASS,SRX2834509,SRS2208856,SRP107366,fetalbrain,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834508.GPL16791,SRP107366,SRX2834508,GPL16791,skeletal muscle,standard,SKMUSC,NA,NA,,,,,,SRR5576296,PASS,SRX2834508,SRS2208855,SRP107366,skeletalmuscle,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834507.GPL16791,SRP107366,SRX2834507,GPL16791,prostate,standard,PROS,NA,NA,,,,,,SRR5576297,PASS,SRX2834507,SRS2208854,SRP107366,prostate,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834506.GPL16791,SRP107366,SRX2834506,GPL16791,placenta,standard,PLAC,NA,NA,,,,,,SRR5576298,PASS,SRX2834506,SRS2208868,SRP107366,placenta,,PAIRED,Illumina HiSeq 2500
SRP107366.SRX2834505.GPL16791,SRP107366,SRX2834505,GPL16791,lung,standard,LUNG,NA,NA,,,,,,SRR5576299,PASS,SRX2834505,SRS2208853,SRP107366,lung,,PAIRED,Illumina HiSeq 2500
ERP001828.ERX149406.GPL10999,ERP001828,ERX149406,GPL10999,pancreatic beta cell,standard,PANCBC,NA,NA,,,donorage:59y;sex:male;BMI:27;PMID: 23040067,,,ERR173260,WARN(4),ERX149406,ERS177653,ERP001828,SAMEA1531968,,PAIRED,Illumina Genome Analyzer IIx
ERP001828.ERX149411.GPL10999,ERP001828,ERX149411,GPL10999,pancreatic beta cell,standard,PANCBC,NA,NA,,,donorage:41y;sex:male;BMI:29;PMID: 23040067,,,ERR173261,WARN(4),ERX149411,ERS177655,ERP001828,SAMEA1531964,,PAIRED,Illumina Genome Analyzer IIx
ERP001828.ERX149422.GPL10999,ERP001828,ERX149422,GPL10999,pancreatic islet,standard,ISL,NA,NA,,,donorage:41y;sex:male;BMI:29;PMID: 23040067,,,ERR173274,PASS,ERX149422,ERS177656,ERP001828,SAMEA1531964,,PAIRED,Illumina Genome Analyzer IIx
ERP001828.ERX149412.GPL10999,ERP001828,ERX149412,GPL10999,pancreatic islet,standard,ISL,NA,NA,,,donorage:53y;sex:male;BMI:23.5;PMID: 23040067,,,ERR173279,PASS,ERX149412,ERS177656,ERP001828,SAMEA1531960,,PAIRED,Illumina Genome Analyzer IIx
ERP001828.ERX149410.GPL10999,ERP001828,ERX149410,GPL10999,pancreatic islet,standard,ISL,NA,NA,,,donorage:59y;sex:male;BMI:24.2;PMID: 23040067,,,ERR173280,PASS,ERX149410,ERS177650,ERP001828,SAMEA1531965,,PAIRED,Illumina Genome Analyzer IIx
ERP002045.ERX182658.GPL10999,ERP002045,ERX182658,GPL10999,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d10,pancreatic endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR207980,PASS,ERX182658,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182678.GPL10999,ERP002045,ERX182678,GPL10999,derived definitive endoderm,test,dDFENDO,ESC,dDFENDO-ESC,d2,definitive endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR207981,PASS,ERX182678,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182676.GPL10999,ERP002045,ERX182676,GPL10999,embryonic stem cell,standard,ESC,NA,NA,d0,,pmid:23318056;cellline_name:CyT49,,,ERR207985,PASS,ERX182676,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182665.GPL10999,ERP002045,ERX182665,GPL10999,derived posterior foregut,test,dPFG,ESC,dPFG-ESC,d7,posterior foregut,PMID:23318056;source_cellline_name:CyT49,,,ERR208004,PASS,ERX182665,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182660.GPL11154,ERP002045,ERX182660,GPL11154,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d13,pancreatic endoderm,PMID:23318056;isolation_method:CD142+/CD200- FACS sorted;source_cellline_name:CyT49,,,ERR266329,PASS,ERX182660,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182656.GPL10999,ERP002045,ERX182656,GPL10999,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d13,pancreatic endoderm,PMID:23318056;isolation_method:CD142+/CD200- FACS sorted;source_cellline_name:CyT49,,,ERR266330,PASS,ERX182656,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182663.GPL11154,ERP002045,ERX182663,GPL11154,derived pancreatic endocrine cell,test,dENDOCRN,ESC,dENDOCRN-ESC,d13,pancreatic beta cell,PMID:23318056;source_cellline_name:CyT49,,,ERR266331,PASS,ERX182663,ERS197534,ERP002045,SAMEA1712774,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182694.GPL10999,ERP002045,ERX182694,GPL10999,derived pancreatic polyhormonal cell,test,dPH,ESC,dPH-ESC,d13,polyhormonal cell,PMID:23318056;isolation_method:CD142-/CD200+ FACS sorted;source_cellline_name:CyT49,,,ERR266332,PASS,ERX182694,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182681.GPL11154,ERP002045,ERX182681,GPL11154,derived definitive endoderm,test,dDFENDO,ESC,dDFENDO-ESC,d2,definitive endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR266333,PASS,ERX182681,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182702.GPL10999,ERP002045,ERX182702,GPL10999,derived pancreatic endocrine cell,test,dENDOCRN,ESC,dENDOCRN-ESC,d13,pancreatic beta cell,PMID:23318056;source_cellline_name:CyT49,,,ERR266334,PASS,ERX182702,ERS197536,ERP002045,SAMEA1712778,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182652.GPL11154,ERP002045,ERX182652,GPL11154,embryonic stem cell,standard,ESC,NA,NA,d0,,pmid:23318056;cellline_name:CyT49,,,ERR266335,PASS,ERX182652,ERS197530,ERP002045,SAMEA1712776,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182696.GPL10999,ERP002045,ERX182696,GPL10999,derived pancreatic polyhormonal cell,test,dPH,ESC,dPH-ESC,d13,polyhormonal cell,PMID:23318056;isolation_method:CD142-/CD200+ FACS sorted;source_cellline_name:CyT49,,,ERR266336,PASS,ERX182696,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182661.GPL11154,ERP002045,ERX182661,GPL11154,derived primitive gut tube,test,dPGT,ESC,dPGT-ESC,d5,primitive gut tube,PMID:23318056;source_cellline_name:CyT49,,,ERR266337,PASS,ERX182661,ERS197530,ERP002045,SAMEA1712776,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182692.GPL11154,ERP002045,ERX182692,GPL11154,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d10,pancreatic endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR266338,PASS,ERX182692,ERS197530,ERP002045,SAMEA1712776,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182666.GPL11154,ERP002045,ERX182666,GPL11154,derived pancreatic polyhormonal cell,test,dPH,ESC,dPH-ESC,d13,polyhormonal cell,PMID:23318056;isolation_method:CD142-/CD200+ FACS sorted;source_cellline_name:CyT49,,,ERR266340,PASS,ERX182666,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182688.GPL11154,ERP002045,ERX182688,GPL11154,derived primitive gut tube,test,dPGT,ESC,dPGT-ESC,d5,primitive gut tube,PMID:23318056;source_cellline_name:CyT49,,,ERR266341,PASS,ERX182688,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182659.GPL11154,ERP002045,ERX182659,GPL11154,embryonic stem cell,standard,ESC,NA,NA,d0,,pmid:23318056;cellline_name:CyT49,,,ERR266342,PASS,ERX182659,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182675.GPL11154,ERP002045,ERX182675,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23318056; IsolationMethod:Ricordi method;,,,ERR266343,PASS,ERX182675,ERS197535,ERP002045,SAMEA1712779,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182690.GPL11154,ERP002045,ERX182690,GPL11154,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d10,pancreatic endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR266344,PASS,ERX182690,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182654.GPL10999,ERP002045,ERX182654,GPL10999,derived pancreatic endoderm,test,dPANCENDO,ESC,dPANCENDO-ESC,d13,pancreatic endoderm,PMID:23318056;isolation_method:CD142+/CD200- FACS sorted;source_cellline_name:CyT49,,,ERR266345,PASS,ERX182654,ERS197532,ERP002045,SAMEA1712775,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182655.GPL11154,ERP002045,ERX182655,GPL11154,derived posterior foregut,test,dPFG,ESC,dPFG-ESC,d7,posterior foregut,PMID:23318056;source_cellline_name:CyT49,,,ERR266346,PASS,ERX182655,ERS197531,ERP002045,SAMEA1712777,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182657.GPL11154,ERP002045,ERX182657,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23318056;IsolationMethod:Ricordi method;,,,ERR266347,PASS,ERX182657,ERS197533,ERP002045,SAMEA1712780,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182687.GPL10999,ERP002045,ERX182687,GPL10999,derived pancreatic endocrine cell,test,dENDOCRN,ESC,dENDOCRN-ESC,d13,pancreatic beta cell,PMID:23318056;source_cellline_name:CyT49,,,ERR266348,PASS,ERX182687,ERS197536,ERP002045,SAMEA1712778,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182686.GPL11154,ERP002045,ERX182686,GPL11154,derived definitive endoderm,test,dDFENDO,ESC,dDFENDO-ESC,d2,definitive endoderm,PMID:23318056;source_cellline_name:CyT49,,,ERR266349,PASS,ERX182686,ERS197530,ERP002045,SAMEA1712776,,SINGLE,Illumina HiSeq 2000
ERP002045.ERX182668.GPL10999,ERP002045,ERX182668,GPL10999,derived pancreatic endocrine cell,test,dENDOCRN,ESC,dENDOCRN-ESC,d13,pancreatic beta cell,PMID:23318056;source_cellline_name:CyT49,,,ERR266350,PASS,ERX182668,ERS197534,ERP002045,SAMEA1712774,,SINGLE,Illumina Genome Analyzer IIx
ERP002045.ERX182670.GPL11154,ERP002045,ERX182670,GPL11154,derived posterior foregut,test,dPFG,ESC,dPFG-ESC,d7,posterior foregut,PMID:23318056;source_cellline_name:CyT49,,,ERR266351,PASS,ERX182670,ERS197530,ERP002045,SAMEA1712776,,SINGLE,Illumina HiSeq 2000
ERP009935.ERX836688.GPL11154,ERP009935,ERX836688,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,IsolationMethod:Ins+ sorted;,,,ERR792543,PASS,ERX836688,ERS686532,ERP009935,SAMEA3310070,,PAIRED,Illumina HiSeq 2000
ERP009935.ERX836692.GPL11154,ERP009935,ERX836692,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,IsolationMethod:Ins+ sorted;,,,ERR792544,PASS,ERX836692,ERS686535,ERP009935,SAMEA3310073,,PAIRED,Illumina HiSeq 2000
ERP017123.ERX1700333.GPL18573,ERP017123,ERX1700333,GPL18573,pancreatic islet,other,ISL,NA,NA,,,PMID:27667667;disease_status:T2D,,,ERR1629982,PASS,ERX1700333,ERS1348457,ERP017123,SAMEA4437008,,PAIRED,NextSeq 500
ERP017123.ERX1700334.GPL18573,ERP017123,ERX1700334,GPL18573,pancreatic islet,standard,ISL,NA,NA,,,PMID:27667667;disease_status:healthy,,,ERR1629983,PASS,ERX1700334,ERS1348458,ERP017123,SAMEA4437009,,PAIRED,NextSeq 500
ERP017123.ERX1700335.GPL18573,ERP017123,ERX1700335,GPL18573,pancreatic islet,standard,ISL,NA,NA,,,PMID:27667667;disease_status:healthy,,,ERR1629984,PASS,ERX1700335,ERS1348459,ERP017123,SAMEA4437010,,PAIRED,NextSeq 500
ERP017123.ERX1700336.GPL18573,ERP017123,ERX1700336,GPL18573,pancreatic islet,standard,ISL,NA,NA,,,PMID:27667667;disease_status:healthy,,,ERR1629985,PASS,ERX1700336,ERS1348460,ERP017123,SAMEA4437011,,PAIRED,NextSeq 500
ERP017123.ERX1700337.GPL18573,ERP017123,ERX1700337,GPL18573,pancreatic islet,other,ISL,NA,NA,,,PMID:27667667;disease_status:T2D,,,ERR1629986,PASS,ERX1700337,ERS1348461,ERP017123,SAMEA4437012,,PAIRED,NextSeq 500
ERP017123.ERX1700338.GPL18573,ERP017123,ERX1700338,GPL18573,pancreatic islet,other,ISL,NA,NA,,,PMID:27667667;disease_status:T2D,,,ERR1629987,PASS,ERX1700338,ERS1348462,ERP017123,SAMEA4437013,,PAIRED,NextSeq 500
ERP017123.ERX1700339.GPL18573,ERP017123,ERX1700339,GPL18573,pancreatic islet,other,ISL,NA,NA,,,PMID:27667667;disease_status:T2D,,,ERR1629988,PASS,ERX1700339,ERS1348463,ERP017123,SAMEA4437014,,PAIRED,NextSeq 500
ERP022084.ERX1943590.GPL11154,ERP022084,ERX1943590,GPL11154,pancreatic beta cell,standard,PANCBC,NA,NA,,,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883089,"WARN(6,7)",ERX1943590,ERS1599865,ERP022084,SAMEA103910697,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943591.GPL11154,ERP022084,ERX1943591,GPL11154,pancreatic beta cell,standard,PANCBC,NA,NA,,,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883090,"WARN(6,7)",ERX1943591,ERS1599866,ERP022084,SAMEA103910698,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943592.GPL11154,ERP022084,ERX1943592,GPL11154,pancreatic beta cell,standard,PANCBC,NA,NA,,,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883091,WARN(6),ERX1943592,ERS1599867,ERP022084,SAMEA103910699,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943593.GPL11154,ERP022084,ERX1943593,GPL11154,gall bladder,standard,GALLB,NA,NA,,,PMID: 28813430;,,,ERR1883092,"WARN(1,4,5,6,7)",ERX1943593,ERS1599868,ERP022084,SAMEA103910700,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943594.GPL11154,ERP022084,ERX1943594,GPL11154,gall bladder,standard,GALLB,NA,NA,,,PMID: 28813430;,,,ERR1883093,"WARN(1,4,5,6,7)",ERX1943594,ERS1599869,ERP022084,SAMEA103910701,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943595.GPL11154,ERP022084,ERX1943595,GPL11154,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1- sorted;,,,ERR1883094,PASS,ERX1943595,ERS1599870,ERP022084,SAMEA103910702,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943596.GPL16791,ERP022084,ERX1943596,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1- sorted;,,,ERR1883095,PASS,ERX1943596,ERS1599871,ERP022084,SAMEA103910703,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943597.GPL16791,ERP022084,ERX1943597,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1- sorted;,,,ERR1883096,PASS,ERX1943597,ERS1599872,ERP022084,SAMEA103910704,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943599.GPL11154,ERP022084,ERX1943599,GPL11154,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883098,PASS,ERX1943599,ERS1599874,ERP022084,SAMEA103910706,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943600.GPL16791,ERP022084,ERX1943600,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883099,PASS,ERX1943600,ERS1599875,ERP022084,SAMEA103910707,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943601.GPL16791,ERP022084,ERX1943601,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883100,PASS,ERX1943601,ERS1599876,ERP022084,SAMEA103910708,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943602.GPL16791,ERP022084,ERX1943602,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;IsolationMethod:Hpi1+ sorted;,,,ERR1883101,PASS,ERX1943602,ERS1599877,ERP022084,SAMEA103910709,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943603.GPL11154,ERP022084,ERX1943603,GPL11154,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;,,,ERR1883102,"WARN(3,4,6)",ERX1943603,ERS1599878,ERP022084,SAMEA103910710,,SINGLE,Illumina HiSeq 2000
ERP022084.ERX1943604.GPL16791,ERP022084,ERX1943604,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;,,,ERR1883103,PASS,ERX1943604,ERS1599879,ERP022084,SAMEA103910711,,SINGLE,Illumina HiSeq 2500
ERP022084.ERX1943605.GPL16791,ERP022084,ERX1943605,GPL16791,induced pancreatic beta cell,test,iPANCB,GALLB,iPANC-GALLB,,PANCBC,PMID: 28813430;,,,ERR1883104,"WARN(3,4,6)",ERX1943605,ERS1599880,ERP022084,SAMEA103910712,,SINGLE,Illumina HiSeq 2500
ERP113252.ERX3126345.GPL18573,ERP113252,ERX3126345,GPL18573,derived bilary organoid,test,dBILORG,PANCDUCT,dBILORG-PANCDUCT,,bilary duct,PMID:32222998;sex:male;age:42y,,,ERR3053526,PASS,ERX3126345,ERS3023706,ERP113252,SAMEA5216247,,SINGLE,NextSeq 500
ERP113252.ERX3126346.GPL18573,ERP113252,ERX3126346,GPL18573,derived bilary organoid,test,dBILORG,PANCDUCT,dBILORG-PANCDUCT,,bilary duct,PMID:32222998;sex:female;age:27y,,,ERR3053527,PASS,ERX3126346,ERS3023707,ERP113252,SAMEA5216248,,SINGLE,NextSeq 500
ERP113252.ERX3126347.GPL18573,ERP113252,ERX3126347,GPL18573,derived bilary organoid,test,dBILORG,PANCDUCT,dBILORG-PANCDUCT,,bilary duct,PMID:32222998;sex:male;age:53y,,,ERR3053528,PASS,ERX3126347,ERS3023708,ERP113252,SAMEA5216249,,SINGLE,NextSeq 500
ERP113252.ERX3126376.GPL18573,ERP113252,ERX3126376,GPL18573,pancreatic duct,standard,PANCDUCT,NA,NA,,,PMID:32222998;sex:male;age:42y,,,ERR3053557,PASS,ERX3126376,ERS3023737,ERP113252,SAMEA5216278,,SINGLE,NextSeq 500
ERP113252.ERX3126377.GPL18573,ERP113252,ERX3126377,GPL18573,pancreatic duct,standard,PANCDUCT,NA,NA,,,PMID:32222998;sex:female;age:27y,,,ERR3053558,PASS,ERX3126377,ERS3023738,ERP113252,SAMEA5216279,,SINGLE,NextSeq 500
ERP113252.ERX3126378.GPL18573,ERP113252,ERX3126378,GPL18573,pancreatic duct,standard,PANCDUCT,NA,NA,,,PMID:32222998;sex:male;age:53y,,,ERR3053559,PASS,ERX3126378,ERS3023739,ERP113252,SAMEA5216280,,SINGLE,NextSeq 500
SRP010483.SRX117470.GPL9115,SRP010483,SRX117470,GPL9115,pancreatic islet,standard,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:77y;BMI:24;causeofdeath:trauma;bcellpuritypercent:45;treatment:control,GSE35296,GSM865291,SRR401815,"WARN(1,5,7)",SRX117470,SRS290090,SRP010483,GSM865291,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117471.GPL9115,SRP010483,SRX117471,GPL9115,pancreatic islet,other,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:77y;BMI:24;causeofdeath:trauma;bcellpuritypercent:45;treatment:cytokines,GSE35296,GSM865292,SRR401816,"WARN(1,5,7)",SRX117471,SRS290091,SRP010483,GSM865292,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117472.GPL9115,SRP010483,SRX117472,GPL9115,pancreatic islet,standard,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:46y;BMI:24;causeofdeath:cardiovascular disease;bcellpuritypercent:60;treatment:control,GSE35296,GSM865293,SRR401817,PASS,SRX117472,SRS290092,SRP010483,GSM865293,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117473.GPL9115,SRP010483,SRX117473,GPL9115,pancreatic islet,other,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:46y;BMI:24;causeofdeath:cardiovascular disease;bcellpuritypercent:60;treatment:cytokines,GSE35296,GSM865294,SRR401818,PASS,SRX117473,SRS290093,SRP010483,GSM865294,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117474.GPL9115,SRP010483,SRX117474,GPL9115,pancreatic islet,standard,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:79y;BMI:28;causeofdeath:trauma;bcellpuritypercent:61;treatment:control,GSE35296,GSM865295,SRR401819,PASS,SRX117474,SRS290094,SRP010483,GSM865295,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117475.GPL9115,SRP010483,SRX117475,GPL9115,pancreatic islet,other,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:female;age:79y;BMI:28;causeofdeath:trauma;bcellpuritypercent:61;treatment:cytokines,GSE35296,GSM865296,SRR401820,PASS,SRX117475,SRS290095,SRP010483,GSM865296,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117476.GPL9115,SRP010483,SRX117476,GPL9115,pancreatic islet,standard,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:male;age:36y;BMI:26;causeofdeath:cardiovascular disease;bcellpuritypercent:62;treatment:control,GSE35296,GSM865297,SRR401821,"WARN(5,7)",SRX117476,SRS290096,SRP010483,GSM865297,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117477.GPL9115,SRP010483,SRX117477,GPL9115,pancreatic islet,other,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:male;age:36y;BMI:26;causeofdeath:cardiovascular disease;bcellpuritypercent:62;treatment:cytokines,GSE35296,GSM865298,SRR401822,PASS,SRX117477,SRS290097,SRP010483,GSM865298,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117478.GPL9115,SRP010483,SRX117478,GPL9115,pancreatic islet,standard,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:male;age:77y;BMI:25;causeofdeath:cardiovascular disease;bcellpuritypercent:62;treatment:control,GSE35296,GSM865299,SRR401823,PASS,SRX117478,SRS290098,SRP010483,GSM865299,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP010483.SRX117479.GPL9115,SRP010483,SRX117479,GPL9115,pancreatic islet,other,ISL,NA,NA,,,PMID:22412385;PMID:26061776;sex:male;age:77y;BMI:25;causeofdeath:cardiovascular disease;bcellpuritypercent:62;treatment:cytokines,GSE35296,GSM865300,SRR401824,"WARN(1,5,7)",SRX117479,SRS290099,SRP010483,GSM865300,GSE35296,PAIRED,Illumina Genome Analyzer II
SRP021048.SRX265060.GPL11154,SRP021048,SRX265060,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23776620;treatment:8mM glucose and L-WRN+;tissuesource:cadaver,,,SRR826658,"WARN(3,4,5,7)",SRX265060,SRS412323,SRP021048,IsletsA-8G-LWRN+,,SINGLE,Illumina HiSeq 2000
SRP021048.SRX265068.GPL11154,SRP021048,SRX265068,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23776620;treatment:8mM glucose;tissuesource:cadaver,,,SRR826659,"WARN(4,5,7)",SRX265068,SRS412330,SRP021048,IsletsA-8G,,SINGLE,Illumina HiSeq 2000
SRP021048.SRX265070.GPL11154,SRP021048,SRX265070,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23776620;treatment:5mM glucose;tissuesource:cadaver,,,SRR826662,"WARN(3,4,5,6,7)",SRX265070,SRS412332,SRP021048,IsletsB-5G,,SINGLE,Illumina HiSeq 2000
SRP021048.SRX265071.GPL11154,SRP021048,SRX265071,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23776620;treatment:5mM glucose;tissuesource:cadaver,,,SRR826663,"WARN(3,4,5,7)",SRX265071,SRS412332,SRP021048,IsletsB-5G,,SINGLE,Illumina HiSeq 2000
SRP021048.SRX265072.GPL11154,SRP021048,SRX265072,GPL11154,pancreatic islet,standard,ISL,NA,NA,,,PMID:23776620;treatment:8mM glucose and L-WRN+;tissuesource:cadaver,,,SRR826664,"WARN(3,4,6)",SRX265072,SRS412333,SRP021048,IsletsB-8G-LWRN+,,SINGLE,Illumina HiSeq 2000
SRP117935.SRX3195726.GPL16791,SRP117935,SRX3195726,GPL16791,pancreatic islet,standard,ISL,NA,NA,,,pmid:30181159;UNOS_ID:ACHY057;biomaterial_provider:Prodo Labs;disease_status:Non-Diabetic;sex:male;ethnicity:African American;age:55y;bmi:29.84;medication:No;HbA1c_Percent:5.2;HbA1c_mmol:33,,,SRR6048751,PASS,SRX3195726,SRS2522978,SRP117935,Islet19_RNA,,PAIRED,Illumina HiSeq 2500
